neighbourhood_group_cleansed;id;listing_url;name;host_id;host_name;calculated_host_listings_count;host_is_superhost;latitude;longitude;price;kitchen;patio or balcony;elevator;air conditioning;long_term;short_term;possible_long_term;number_of_reviews;review_scores_rating;room_type_encoded;bedrooms_encoded
Villaverde;47791463;https://www.airbnb.com/rooms/47791463;habitación acogedora y muy iluminada;385199192;Rocio;1;f;40.35627;-3.68376;72.0;0;0;0;0;0;1;0;0;0.0;1;0
Centro;47806440;https://www.airbnb.com/rooms/47806440;"Double room with balcony next to Plaza Mayor; Sol";129622446;Marina;1;f;40.41515;-3.70761;157.0;1;0;0;0;0;1;0;0;0.0;1;0
Centro;1121884444226771111;https://www.airbnb.com/rooms/1121884444226771111;Entre Palacio Real y Plaza Mayor;135109785;Nelson;2;f;40.41751;-3.71004;120.0;1;0;0;1;0;0;1;1;5.0;2;0
Latina;48079238;https://www.airbnb.com/rooms/48079238;No está disponible;3001067;Altagracia;1;f;40.39687;-3.77302;70.0;1;0;0;0;0;1;0;0;0.0;1;0
Chamartín;21372569;https://www.airbnb.com/rooms/21372569;"Sánchez Pacheco; Habitación";84836955;Daniel;1;f;40.44985;-3.6684;129.0;1;0;1;0;0;1;0;3;5.0;1;0
Centro;1173866264667783864;https://www.airbnb.com/rooms/1173866264667783864;ES-15-014-001-01H-cozy;572433555;Habyt;33;f;40.4133196;-3.7049957;18.0;1;0;0;0;0;0;1;0;0.0;1;1
Centro;21381956;https://www.airbnb.com/rooms/21381956;Habitación espaciosa en Malasaña;154866578;Enrique;2;f;40.42599;-3.70374;157.0;0;0;0;0;0;1;0;18;4.56;1;1
Centro;15928713;https://www.airbnb.com/rooms/15928713;Piso completo en Malasaña Centro Chueca;103360489;Juan Luis;1;f;40.42602;-3.7051;157.0;1;0;0;0;0;0;1;19;4.58;2;1
Tetuán;35123419;https://www.airbnb.com/rooms/35123419;Habitación en madrid;6438131;Marcel;1;f;40.4671;-3.69702;146.0;1;0;0;0;0;1;0;1;5.0;1;0
Vicálvaro;35137896;https://www.airbnb.com/rooms/35137896;"Final Champions League; great location";15511467;Paloma;1;f;40.40377;-3.60052;66.0;1;0;0;0;0;1;0;0;0.0;2;0
Chamartín;35144723;https://www.airbnb.com/rooms/35144723;Centro - Linea 7 directa Wanda Metropolitano;264694694;Jose Raul;1;f;40.44087;-3.67331;129.0;1;0;0;0;0;1;0;0;0.0;2;0
San Blas - Canillejas;34796669;https://www.airbnb.com/rooms/34796669;Bedrooms close to Wanda Metropolitano;49642755;Esther;2;f;40.42562;-3.6049;126.0;0;0;1;0;0;1;0;0;0.0;1;1
San Blas - Canillejas;35147624;https://www.airbnb.com/rooms/35147624;FINAL CHAMPIONS League WANDA Metropolitano.;264575793;Lourdes;1;f;40.43668;-3.61959;126.0;0;0;1;1;0;1;0;0;0.0;1;0
Centro;912912377984160749;https://www.airbnb.com/rooms/912912377984160749;"Centro; Centro!";519776591;Stefania;1;f;40.408342061187675;-3.709891841802986;93.0;1;0;0;0;0;0;1;0;0.0;2;0
Hortaleza;35150763;https://www.airbnb.com/rooms/35150763;final champion alquiler 1-6-2016;208344111;Jose;1;f;40.4711;-3.65518;143.0;1;0;0;0;0;1;0;0;0.0;1;0
Ciudad Lineal;35181818;https://www.airbnb.com/rooms/35181818;Doubleroom final champions Wanda Madrid;206120299;Andres;1;f;40.43085;-3.64057;99.0;1;0;0;1;0;0;1;0;0.0;1;1
San Blas - Canillejas;34805950;https://www.airbnb.com/rooms/34805950;Wanda Tampico;262413026;Lydia;1;f;40.4395;-3.63327;126.0;0;0;1;0;0;1;0;0;0.0;1;0
Moratalaz;35192136;https://www.airbnb.com/rooms/35192136;FINAL UEFA CHAMPIONS LEAGUE;111798690;Pepe;1;f;40.40614;-3.63642;72.0;1;0;1;0;0;1;0;0;0.0;1;0
Chamberí;50802521;https://www.airbnb.com/rooms/50802521;NICE ROOM with TERRACE;120861737;Mathieu;1;f;40.43157;-3.70764;128.0;1;0;0;1;0;0;1;0;0.0;1;0
San Blas - Canillejas;34836238;https://www.airbnb.com/rooms/34836238;"ALQUILER ÁTICO; CHAMPIONS; A 10min  DEL WANDA.";262622230;Carlota;1;f;40.43879;-3.61425;126.0;1;0;1;0;0;1;0;0;0.0;2;1
Puente de Vallecas;34854208;https://www.airbnb.com/rooms/34854208;a 15 minutos del wanda metropolitano;262760205;Margarita;1;f;40.38703;-3.64496;112.0;1;0;1;0;0;0;1;0;0.0;2;1
Moratalaz;21425384;https://www.airbnb.com/rooms/21425384;Alquiler de habitacion;142768682;Emejota;1;f;40.41016;-3.65103;72.0;1;0;0;0;0;0;1;0;0.0;1;0
Arganzuela;21424926;https://www.airbnb.com/rooms/21424926;Habitación doble en piso céntrico recién reformado;91768042;N;1;f;40.3966;-3.69431;141.0;0;0;1;1;0;1;0;6;4.17;1;0
Tetuán;34856359;https://www.airbnb.com/rooms/34856359;Champions League 3 bedrooms!;223382750;Sergio;2;f;40.44905;-3.69865;146.0;1;0;1;0;0;0;1;0;0.0;1;1
Centro;1104246496156602062;https://www.airbnb.com/rooms/1104246496156602062;Para descanso. Madrid Centro;515870280;Gissela Elena;1;f;40.4213027;-3.6980777;130.0;0;0;0;0;0;1;0;0;0.0;0;0
Salamanca;21578752;https://www.airbnb.com/rooms/21578752;A1;6259350;Jorge;1;f;40.4281;-3.67308;177.0;1;0;0;0;0;0;1;1;5.0;1;0
Arganzuela;21604537;https://www.airbnb.com/rooms/21604537;Habitaciones céntricas en Madrid;157144807;Ximena;1;f;40.40367;-3.70387;141.0;0;0;0;0;0;0;1;11;4.64;1;1
Salamanca;34860454;https://www.airbnb.com/rooms/34860454;CHAMPIONS FINAL DOWNTOWN PRIVATE ROOM (3 PEOPLE);262807103;Pablo;1;f;40.43678;-3.68376;177.0;0;0;0;0;0;1;0;0;0.0;1;0
San Blas - Canillejas;34914686;https://www.airbnb.com/rooms/34914686;Alquiler de habitacion a 20 del Wanda;263139662;Maria Jesús;1;f;40.42383;-3.62498;126.0;1;0;1;0;0;0;1;0;0.0;1;1
San Blas - Canillejas;34920045;https://www.airbnb.com/rooms/34920045;Disfruta la final de la Champions League.;263162785;Yubiri;1;f;40.42966;-3.6247;126.0;0;0;1;1;0;1;0;0;0.0;1;0
Chamberí;34904859;https://www.airbnb.com/rooms/34904859;Habitación fin semana Champions;263066339;Marc;2;f;40.43923;-3.6944;128.0;0;0;1;0;0;1;0;0;0.0;1;0
Centro;812153298592737269;https://www.airbnb.com/rooms/812153298592737269;Cozy Apartment in city Center;429256005;Cris;2;f;40.412301298669675;-3.705883121834443;40.0;1;1;0;0;0;0;1;2;4.5;1;0
Ciudad Lineal;18553440;https://www.airbnb.com/rooms/18553440;Habitación cama grande/doble edificio con piscina;26802755;Nuria;1;f;40.43118;-3.65922;99.0;1;0;1;0;0;0;1;2;5.0;1;0
Centro;1055016845096867842;https://www.airbnb.com/rooms/1055016845096867842;El Sol de Madrid;125190224;Javier;1;f;40.410489497883454;-3.7148757303471727;207.0;1;0;0;0;0;0;1;0;0.0;2;1
Carabanchel;957901176216403546;https://www.airbnb.com/rooms/957901176216403546;Rupestre;213377730;Maria;2;f;40.36214;-3.76173;45.0;1;0;0;0;0;0;1;10;4.2;1;1
San Blas - Canillejas;34968722;https://www.airbnb.com/rooms/34968722;Charming Room at Wanda Metropolitano;151146046;Fernando;1;f;40.42543;-3.60688;126.0;1;0;1;1;0;1;0;0;0.0;1;0
Usera;34966686;https://www.airbnb.com/rooms/34966686;Piso completo a cinco paradas de Sol;251899310;Edu;2;f;40.38209;-3.70588;74.0;1;0;0;1;0;0;1;1;5.0;2;0
Centro;681254705962117312;https://www.airbnb.com/rooms/681254705962117312;"Stylish; spacious 1 bedroom in Madrid city center";470253612;Scott;1;f;40.42599;-3.70513;157.0;1;0;0;1;0;1;0;0;0.0;2;0
Centro;701135681834190943;https://www.airbnb.com/rooms/701135681834190943;Apartamento estudio (capacidad para 2 personas);476508483;Apartamentos;2;f;40.41899;-3.70061;157.0;1;0;0;0;0;0;1;0;0.0;2;0
Centro;733169520288121507;https://www.airbnb.com/rooms/733169520288121507;Precioso apartamento en Madrid;122557289;María;1;f;40.40877;-3.70638;157.0;1;0;0;0;0;0;1;0;0.0;2;0
Centro;914315037840623645;https://www.airbnb.com/rooms/914315037840623645;Piso 3 Hab a 5mints de Gran Via;518713670;Bemadrid;231;f;40.422699785156254;-3.7050664194720433;157.0;1;0;0;1;0;0;1;0;0.0;2;1
Moncloa - Aravaca;766049220465306790;https://www.airbnb.com/rooms/766049220465306790;Rooftop terrace central Madrid;7728144;Bram;1;f;40.43207;-3.72001;121.0;1;1;0;1;0;0;1;4;5.0;2;0
Chamberí;780178771242299908;https://www.airbnb.com/rooms/780178771242299908;Habitación privada en chamberi;120870135;Francesca;4;f;40.43815;-3.70218;128.0;1;0;0;0;0;0;1;0;0.0;1;0
Centro;920806794928018368;https://www.airbnb.com/rooms/920806794928018368;Magnífico balcón en Chamberí;448890645;Salomé;46;f;40.42888697204931;-3.7040381665402617;157.0;1;0;0;0;0;0;1;2;4.0;1;0
Salamanca;922169811935338166;https://www.airbnb.com/rooms/922169811935338166;HA Apartahotel Quo Eraso - Habitación doble;520123216;HA Apartahotel;18;f;40.43508;-3.6709;177.0;0;0;1;1;0;0;1;0;0.0;1;0
Salamanca;922170188629074769;https://www.airbnb.com/rooms/922170188629074769;HA Apartahotel Quo Eraso - Habitación doble;520123216;HA Apartahotel;18;f;40.43326;-3.67281;177.0;0;0;1;1;0;0;1;1;5.0;1;0
Salamanca;922171975932410805;https://www.airbnb.com/rooms/922171975932410805;HA Apartahotel Quo Eraso - Habitación doble;520123216;HA Apartahotel;18;f;40.43271416840205;-3.67134968689745;177.0;0;0;0;1;0;0;1;0;0.0;1;0
Puente de Vallecas;823011578059246483;https://www.airbnb.com/rooms/823011578059246483;Apartamento Familiar en Madrid;435710389;Hildemaro;9;f;40.3884257;-3.6698306;112.0;1;0;0;0;0;0;1;4;5.0;2;1
Centro;662766489528759745;https://www.airbnb.com/rooms/662766489528759745;Habitación privada en un loft de 1800;233021148;Natalia;1;f;40.41155;-3.70832;157.0;1;0;0;0;0;1;0;18;4.61;1;0
Salamanca;1155569614965042465;https://www.airbnb.com/rooms/1155569614965042465;Conde de Vilches-31-2;576464572;Maria Mercedes;166;f;40.43806;-3.67094;177.0;1;0;0;0;0;0;1;0;0.0;1;0
Tetuán;672463866094939016;https://www.airbnb.com/rooms/672463866094939016;Preciosa Habitación privada en Cuzco 6;50080380;Rubens;15;f;40.46201;-3.69029;146.0;1;0;0;0;0;0;1;0;0.0;1;0
Ciudad Lineal;762236705704931019;https://www.airbnb.com/rooms/762236705704931019;Casa acogedora;147479878;Ana;1;f;40.45296673400762;-3.659898340702056;99.0;1;0;0;1;0;1;0;0;0.0;1;0
Moratalaz;46388197;https://www.airbnb.com/rooms/46388197;Buena habitación y buenas vistas;375383356;Felipe;1;f;40.41114;-3.64456;72.0;0;0;0;0;0;0;1;1;5.0;1;0
Latina;49155168;https://www.airbnb.com/rooms/49155168;habitacion doble para 1 persona;210638052;Andrea;2;f;40.39587;-3.77312;70.0;1;0;0;0;0;0;1;0;0.0;1;0
Centro;49173577;https://www.airbnb.com/rooms/49173577;HABITACION DOBLE CON BALCON;301232803;Le Petit Palü -Fuencarral;6;f;40.42108;-3.70179;157.0;0;0;0;1;0;0;1;2;3.5;1;0
Hortaleza;49530647;https://www.airbnb.com/rooms/49530647;habitación totalmente equipada;117796979;Ignacio;3;f;40.47808;-3.64891;143.0;1;0;1;0;0;0;1;2;5.0;1;0
Centro;50117857;https://www.airbnb.com/rooms/50117857;Habitación en piso compartido en Lavapies (Junio);404325672;Alba;1;f;40.40809;-3.69939;157.0;1;0;0;0;0;1;0;0;0.0;1;0
Latina;50862505;https://www.airbnb.com/rooms/50862505;Un sitio en Madrid centro para descansar;240122632;Monica;1;f;40.40597;-3.73396;70.0;1;0;0;1;0;1;0;3;5.0;1;0
Centro;51052748;https://www.airbnb.com/rooms/51052748;Indah - 2 bedrooms in Centro;346367515;Ukio;290;f;40.42388;-3.6974;157.0;1;0;1;1;0;0;1;0;0.0;2;1
Centro;52166119;https://www.airbnb.com/rooms/52166119;Habitación doble privada en Malasaña;14843928;Laura;3;f;40.42399;-3.70635;157.0;1;0;0;1;0;0;1;2;5.0;1;0
Latina;52454374;https://www.airbnb.com/rooms/52454374;Precioso habitación en un apartamento tranquilo;265026760;Ma;1;f;40.37712;-3.77795;70.0;1;0;0;0;0;0;1;0;0.0;1;0
Centro;52784155;https://www.airbnb.com/rooms/52784155;Mejor zona de Madrid gran Vía.;26362423;Roman;7;f;40.41982594031102;-3.702476720695694;157.0;1;0;0;0;0;0;1;0;0.0;1;0
Moratalaz;54135196;https://www.airbnb.com/rooms/54135196;Habitacion Individual - Cerca del Metro y Centro;437380491;Gisela;2;f;40.40811;-3.64833;72.0;0;0;0;0;0;1;0;85;4.86;1;0
Chamberí;54400806;https://www.airbnb.com/rooms/54400806;Cozy one bedroom in Chamberí;152555415;Isaac;1;f;40.43116;-3.69667;128.0;1;0;0;0;0;0;1;0;0.0;2;0
Centro;660107501705949019;https://www.airbnb.com/rooms/660107501705949019;Atico buhardilla en Madrid de los Austrias;149187169;Jorge;1;f;40.41583;-3.70769;157.0;1;0;0;1;0;0;1;0;0.0;2;1
Ciudad Lineal;35591908;https://www.airbnb.com/rooms/35591908;Habitación  2;132434047;Carmen;1;f;40.43973;-3.65633;99.0;0;0;1;0;0;1;0;0;0.0;1;0
Moratalaz;1078964503783527839;https://www.airbnb.com/rooms/1078964503783527839;Habitación cómoda en Moratalaz;168451251;Alejandro;2;f;40.40182695576393;-3.649489671173308;20.0;1;0;0;0;0;0;1;0;0.0;1;0
Tetuán;16390482;https://www.airbnb.com/rooms/16390482;"Habitación acogedora; zona Cuatro Caminos.";77865947;Nacho;1;f;40.45091;-3.70253;146.0;1;0;1;0;0;0;1;3;4.67;1;0
Centro;19420299;https://www.airbnb.com/rooms/19420299;no hay titulo;136160315;Isabel;1;f;40.42432;-3.70986;157.0;0;0;1;1;0;0;1;0;0.0;2;0
San Blas - Canillejas;35038765;https://www.airbnb.com/rooms/35038765;"Alquilo 2 habitaciones; 3 camas.  Baño compartido.";263916053;Abel;1;f;40.4184;-3.61572;126.0;1;0;1;0;0;0;1;0;0.0;1;1
Retiro;12642987;https://www.airbnb.com/rooms/12642987;piso en centro de madrid;68664241;Luis Carlos;3;f;40.42075;-3.67603;122.0;1;0;1;0;0;0;1;0;0.0;1;0
San Blas - Canillejas;34680215;https://www.airbnb.com/rooms/34680215;Wanda metropolitano Room;261609960;Sara;1;f;40.42759;-3.6039;126.0;1;0;0;1;0;1;0;0;0.0;1;0
Salamanca;22057400;https://www.airbnb.com/rooms/22057400;Gran piso en el Barrio Salamanca en Madrid;158050269;Natalia;1;f;40.43028;-3.67795;177.0;1;0;1;0;0;1;0;1;5.0;2;1
Chamberí;34506493;https://www.airbnb.com/rooms/34506493;Amazing apartment in madrid!;46651811;Alvarito;1;f;40.43024;-3.71143;128.0;1;0;0;1;0;0;1;0;0.0;2;0
Centro;968258711156534575;https://www.airbnb.com/rooms/968258711156534575;CRR4 piso 3 dormitorios salón;466052734;Estela;58;f;40.42907;-3.70406;157.0;1;0;0;0;0;0;1;0;0.0;2;1
Villaverde;709327134454429897;https://www.airbnb.com/rooms/709327134454429897;"Piso luminoso; amplio y tranquilo";478261692;David;2;f;40.3420867;-3.6849834;18.0;1;0;0;0;0;1;0;110;4.55;1;0
Retiro;35088559;https://www.airbnb.com/rooms/35088559;JUNTO A RETIRO Y ATOCHA RENFE;113017051;Diego;1;f;40.40551;-3.68049;245.0;0;0;0;0;0;0;1;0;0.0;1;0
Latina;24986535;https://www.airbnb.com/rooms/24986535;TIFF - Twin room next to center (Batan);17734693;Tiffy;1;f;40.40549;-3.75199;70.0;1;0;1;0;0;0;1;0;0.0;1;0
Latina;20529765;https://www.airbnb.com/rooms/20529765;Casa pequeña pero acogedora;146578918;David;1;f;40.40929;-3.7369;70.0;1;0;0;0;0;0;1;0;0.0;1;0
Arganzuela;1176688976155633953;https://www.airbnb.com/rooms/1176688976155633953;Paseo Sta Maria 47-h1;576464572;Maria Mercedes;166;f;40.40116;-3.69692;18.0;1;0;0;0;0;0;1;0;0.0;1;0
Centro;26712463;https://www.airbnb.com/rooms/26712463;Ático con vistas en el barrio de Lavapies;33181035;Serchi;1;f;40.40993;-3.70486;157.0;1;0;0;1;0;1;0;0;0.0;2;0
Chamberí;729645395352577944;https://www.airbnb.com/rooms/729645395352577944;Habitación grande y silenciosa en el centro;136423563;Pedro;5;f;40.43099728256296;-3.7031364187362543;66.0;0;0;0;0;0;0;1;12;4.42;1;0
Ciudad Lineal;33249881;https://www.airbnb.com/rooms/33249881;Ambiente familiar y cálido;250360759;Enny;1;f;40.42726;-3.64142;99.0;1;0;0;1;0;1;0;0;0.0;2;1
Tetuán;38355863;https://www.airbnb.com/rooms/38355863;A estrenar magnífico piso en zona Cuzco;13203132;Beatriz;7;f;40.45633;-3.69986;140.0;1;1;0;1;1;0;1;19;4.79;2;1
Salamanca;27281907;https://www.airbnb.com/rooms/27281907;Premium Home  Retiro Park - 3BR 2BT;197506862;Miguel;6;t;40.42301;-3.68187;593.0;1;0;0;1;0;0;1;180;4.87;2;1
Puente de Vallecas;31939544;https://www.airbnb.com/rooms/31939544;Dormitorio en piso compartido;239476283;Natalia;1;f;40.39427;-3.6646;112.0;1;0;0;1;0;0;1;0;0.0;1;0
Fuencarral - El Pardo;32488825;https://www.airbnb.com/rooms/32488825;Mary;120360523;Mary;1;f;40.47826;-3.71392;95.0;1;0;1;1;0;0;1;0;0.0;1;1
Carabanchel;33877142;https://www.airbnb.com/rooms/33877142;HOGAR MARQUINA;255818987;Almudena;1;f;40.39342;-3.70974;82.0;1;0;0;0;0;1;0;1;5.0;1;0
Centro;1172189922795895648;https://www.airbnb.com/rooms/1172189922795895648;Casa acogedora en Victoria 9.;545574906;Vivenzo;4;f;40.41704052868044;-3.7026523055313;154.0;1;0;0;0;0;0;1;0;0.0;2;1
Moncloa - Aravaca;50702002;https://www.airbnb.com/rooms/50702002;Preciosa y gran habitación en zona noble del CENTRO;409080777;Lisa;15;f;40.43123;-3.72162;121.0;1;0;0;0;0;0;1;0;0.0;1;1
Centro;960116156388239736;https://www.airbnb.com/rooms/960116156388239736;Conde duque centro;446760611;Raul;27;f;40.42762;-3.70964;122.0;1;0;0;1;0;0;1;7;4.43;2;0
Chamberí;21794995;https://www.airbnb.com/rooms/21794995;Habitacion en pleno centro de Madrid;158827320;Adrian;1;f;40.43556;-3.71378;128.0;1;0;1;1;0;0;1;1;5.0;1;0
Centro;1128924814479898944;https://www.airbnb.com/rooms/1128924814479898944;Apartamento Centro Madrid Sol;570882914;Cesar;1;f;40.4175479;-3.7039177;130.0;1;0;0;1;0;0;1;0;0.0;2;0
Puente de Vallecas;22060282;https://www.airbnb.com/rooms/22060282;piso madrid all conforts;77218725;Fabio;1;f;40.37855;-3.65079;112.0;1;0;0;0;0;0;1;0;0.0;2;0
Centro;1062947568687518621;https://www.airbnb.com/rooms/1062947568687518621;Ideal para pareja;554826408;Noel;1;f;40.41688215552406;-3.707293420896431;105.0;0;0;0;0;0;0;1;1;5.0;1;0
Latina;35882331;https://www.airbnb.com/rooms/35882331;Habitacion muy tranquilay acogedora;118558566;Berta;2;f;40.37621;-3.76562;70.0;1;0;0;0;0;0;1;0;0.0;0;0
Arganzuela;35937369;https://www.airbnb.com/rooms/35937369;Todo en la palma de la mano!;192701528;Isabel;1;f;40.40056;-3.7054;141.0;1;0;1;0;0;1;0;0;0.0;1;0
Barajas;34669511;https://www.airbnb.com/rooms/34669511;Alquiler de 2 habitaciones;105126089;ALEjandro;1;f;40.45297;-3.59165;101.0;1;0;1;1;0;0;1;0;0.0;1;0
Centro;46540480;https://www.airbnb.com/rooms/46540480;9.Modern 2Bath 2Bedroom apartment in Gran Via;311973495;Carlos;9;f;40.42242;-3.70748;106.0;1;1;0;1;0;0;1;193;4.46;2;1
Salamanca;18980025;https://www.airbnb.com/rooms/18980025;Fantástico alojamiento en Diego de león;113673609;Pablo;1;f;40.43826;-3.6681;177.0;1;0;1;1;1;0;1;0;0.0;1;0
Carabanchel;40254034;https://www.airbnb.com/rooms/40254034;Mi casa es tu casa;310880137;Vanessa Isabel;1;f;40.3876;-3.74534;82.0;1;0;0;0;0;0;1;0;0.0;2;0
Centro;36516464;https://www.airbnb.com/rooms/36516464;Habitación en luminoso y céntrico piso;52092142;Pablo;1;f;40.4154;-3.70936;157.0;0;0;0;0;0;0;1;1;5.0;1;0
Hortaleza;36840889;https://www.airbnb.com/rooms/36840889;Fantástico;128366493;Catherin;1;f;40.48841;-3.66515;143.0;1;0;1;1;0;1;0;0;0.0;0;0
Salamanca;34698877;https://www.airbnb.com/rooms/34698877;Double bed (180cm) with ensuite bathroom;1023948;Ana;2;t;40.43583;-3.6821;177.0;1;1;1;1;0;1;0;18;5.0;1;0
Centro;37052379;https://www.airbnb.com/rooms/37052379;There’s No Place Like Madrid! 5 Minutes from Sol;189058637;Ariel;20;f;40.41273;-3.70562;157.0;1;0;1;0;0;0;1;0;0.0;1;0
Villa de Vallecas;40579778;https://www.airbnb.com/rooms/40579778;"Habitación Madrid;  comunicada con RENFE y Metro";138215815;Loly;1;f;40.38312;-3.62279;73.0;0;0;0;0;0;1;0;0;0.0;1;0
Centro;30819080;https://www.airbnb.com/rooms/30819080;habitacion cama doble chueca;230539834;Pablo;1;f;40.42194;-3.70123;1000.0;1;0;0;0;0;0;1;0;0.0;2;0
Chamberí;45075462;https://www.airbnb.com/rooms/45075462;Habitación acogedora - Centro Madrid;287480291;Gabriela;1;f;40.44112;-3.6987;128.0;1;0;0;0;0;0;1;2;5.0;1;0
Centro;429604;https://www.airbnb.com/rooms/429604;sol-atocha II study;2106353;Reyes;2;f;40.4135;-3.70145;136.0;1;0;1;1;0;0;1;9;5.0;2;0
Centro;22665858;https://www.airbnb.com/rooms/22665858;Alquiler habitacion Centro de Madrid;40479304;Carlota;1;f;40.4065;-3.70123;157.0;1;0;1;0;0;1;0;0;0.0;1;0
Salamanca;49186036;https://www.airbnb.com/rooms/49186036;Habitación privada;102252254;Karol;1;f;40.42978;-3.66701;177.0;1;0;0;0;0;0;1;4;5.0;1;0
Chamartín;15764378;https://www.airbnb.com/rooms/15764378;"A 15mn del aeropuerto habitacion ;Madrid";34904217;Amel;1;f;40.46675;-3.67197;129.0;1;0;0;0;0;0;1;1;5.0;1;0
Centro;43561999;https://www.airbnb.com/rooms/43561999;Alquilo habitación en centro de madrid;88018776;Antonio;2;f;40.4244;-3.69996;157.0;1;0;0;0;1;0;1;0;0.0;1;0
Centro;19712664;https://www.airbnb.com/rooms/19712664;Spacious room w/ a balcony in the heart of Chueca;25545485;Allie;1;f;40.42159;-3.69677;157.0;0;0;0;0;0;0;1;1;5.0;1;0
San Blas - Canillejas;49687097;https://www.airbnb.com/rooms/49687097;Apartamento Cosy Madrid;31566554;Loïc;1;f;40.42359;-3.61705;126.0;1;0;0;0;0;1;0;2;4.5;2;1
Centro;44567589;https://www.airbnb.com/rooms/44567589;Espléndida habitación en buhardilla;32701014;Ramón;4;f;40.41295;-3.69864;157.0;1;0;0;1;0;0;1;0;0.0;1;0
Ciudad Lineal;12704170;https://www.airbnb.com/rooms/12704170;SE ALQUILA HABITACIÓN INDIVIDUAL;69055146;Maria Josefa;1;f;40.43588;-3.64785;99.0;0;0;1;1;0;0;1;0;0.0;1;0
Ciudad Lineal;20909506;https://www.airbnb.com/rooms/20909506;Habitación cerca de Plaza de Toros de las Ventas;107264899;Miguel;1;f;40.43481;-3.65865;99.0;0;0;1;1;0;1;0;0;0.0;1;0
Fuencarral - El Pardo;10808685;https://www.airbnb.com/rooms/10808685;Habitacion muy cómoda y acogedora!;7050715;Alejandro;1;f;40.47777;-3.70417;95.0;1;0;1;0;0;0;1;0;0.0;1;0
Hortaleza;43639953;https://www.airbnb.com/rooms/43639953;Habitación baño compartido cama matrimonio;347655485;Lucho;7;f;40.46075;-3.65472;74.0;0;0;1;0;0;0;1;19;3.74;1;0
Latina;1152250847990481317;https://www.airbnb.com/rooms/1152250847990481317;Ambiente tranquilo y acogedor;549133702;Grasy;2;f;40.4090084;-3.733182599999999;32.0;1;0;0;0;0;0;1;0;0.0;1;0
Ciudad Lineal;1040654658153761007;https://www.airbnb.com/rooms/1040654658153761007;Espacio amplio y seguro;525823060;Katia;1;f;40.435966;-3.6582911;160.0;0;0;0;1;0;0;1;0;0.0;1;0
Centro;19455794;https://www.airbnb.com/rooms/19455794;Apartamento Gran Vía;136229873;Ali;1;f;40.42412;-3.70783;157.0;0;0;1;1;0;0;1;0;0.0;2;0
Chamartín;1009465023372228822;https://www.airbnb.com/rooms/1009465023372228822;Amplia habitación en Madrid.;169143459;Belaa;1;f;40.44382;-3.67191;83.0;1;0;0;1;0;1;0;3;5.0;1;0
Latina;19495912;https://www.airbnb.com/rooms/19495912;Leo;136874483;Leonardo;1;f;40.3942;-3.74188;70.0;1;0;0;0;0;1;0;0;0.0;1;0
Carabanchel;1044295365361757805;https://www.airbnb.com/rooms/1044295365361757805;Bello dpto en manzanares;475355535;Manuel;2;f;40.39547306478599;-3.70866150660548;9.0;1;0;0;0;0;0;1;1;5.0;1;0
Chamberí;24597132;https://www.airbnb.com/rooms/24597132;Piso cerca de Tribunal y Malasaña.;15345068;Elizabeth;3;f;40.42842;-3.69773;128.0;1;0;1;0;0;0;1;6;4.5;2;0
Centro;35760146;https://www.airbnb.com/rooms/35760146;Lovely loft in the heart of Madrid;89730982;Pati;1;f;40.41236;-3.69515;160.0;1;0;1;1;0;1;0;0;0.0;2;1
